Sequence,Session,Run,Block,Sentence,SpContent,Keyword1,Keyword2,Keyword3,Keyword4,AudDur,compared to 2000ms?,,AudFile,Orientation,TargetPresence,GaborLoc,TD,SentencePresence,WavfileDir,FixFlipTime,FixFlipEnd,FixClearFlipTime,FixClearFlipEnd,DurAudOnset,StimAudOnset,StimAudFlipTime,latency,DurGbOnset,StimGbOnset,StimGbFlipTime,StimGbFlipEnd,GbClearFlipTime,GbClearFlipEnd,endAudPositionSecs,estAudStopTime,Resp1PrmptTime,Resp1FlipTime,Resp1FlipEnd,Resp1ScrClearTime,Resp1ClearFlipTime,Resp1ClearFlipEnd,Resp2FlipTime,Resp2FlipEnd,Resp2ScrClearTime,TrialDuration,EndPromptFlipTime,EndPromptFlipEnd,SentenceOnset,SentenceFlipTime,SentenceFlipEnd,RespAud,AccAud,RtAbsAud,RTAud,RespGb,AccGb,RtAbsGb,RTGb,RespMemory,AccMemory,RtAbsMemory,RTMemory
31,main,2,1,bkbf0612,A sharp knife's dangerous,sharp,knifes,dangerous,,1728.344671,271.655329,,bkbf0612_8ch.wav,-0.074893016,0,-3.135364928,-0.860291179,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0612_8ch.wav,1338275.899,1338275.899,0.2016336,0.2016952,0.135827665,1338276.213,0.313827664,-0.0236336,0.85,1338276.949,1.0516872,1.0517564,1.3530373,1.3530639,1.728354167,1338277.941,1338278.099,2.201568,2.2016278,1338279.599,NaN,NaN,3.7015625,3.7016224,1338281.099,5.2046847,5.2015411,5.2015658,NaN,NaN,NaN,0,0,1338279.009,0.908527,0,1,1338280.124,0.5232553,NaN,NaN,NaN,NaN
32,main,2,1,bkbf0108,He played with his train,He,played,train,,1392.60771,607.39229,,bkbf0108_8ch.wav,0.785398163,1,-3.056052293,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0108_8ch.wav,1338281.125,1338281.125,0.2020636,0.2021251,0.303696145,1338281.607,0.481696145,-0.0240636,0.85,1338282.175,1.0514741,1.0514963,1.3527752,1.3527969,1.392604167,1338283,1338283.325,2.2014136,2.2014351,1338284.825,NaN,NaN,3.7065293,3.7065631,1338286.325,5.2175058,5.2017033,5.2017636,NaN,NaN,NaN,NaN,0,NaN,9999,0,0,1338284.982,0.1501469,NaN,NaN,NaN,NaN
33,main,2,1,bkbf0301,The glass bowl broke,glass,bowl,broke,,1471.927438,528.072562,,bkbf0301_8ch.wav,1.767997415,0,-2.353026341,0.982599252,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0301_8ch.wav,1338286.354,1338286.354,0.2019072,0.201973,0.264036281,1338286.796,0.442036281,-0.0239072,0.85,1338287.404,1.0516317,1.0516939,1.3531467,1.3531683,1.4719375,1338288.268,1338288.554,2.2015545,2.201616,1338290.054,NaN,NaN,3.7015778,3.7016393,1338291.554,5.2160205,5.2016936,5.2017543,NaN,NaN,NaN,0,0,1338289.075,0.5196172,1,0,1338290.344,0.2891694,NaN,NaN,NaN,NaN
34,main,2,1,bkbf1407,They broke all the eggs,They,broke,all,eggs,1386.938776,613.061224,,bkbf1407_8ch.wav,0.785398163,1,-2.063889671,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1407_8ch.wav,1338291.582,1338291.582,0.2027692,0.2028291,0.306530612,1338292.067,0.484530612,-0.0247692,0.85,1338292.632,1.0516364,1.051698,1.3532905,1.3533509,1.3869375,1338293.453,1338293.782,2.201553,2.2016243,1338295.282,NaN,NaN,3.7013526,3.7013892,1338296.782,5.2161679,5.2017592,5.2018268,NaN,NaN,NaN,1,1,1338294.333,0.5493078,0,0,1338295.531,0.2471177,NaN,NaN,NaN,NaN
35,main,2,1,bkbf1905,They're clearing the table,Theyre,clearing,table,,1404.988662,595.011338,,bkbf1905_8ch.wav,0.785398163,1,0.70994405,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1905_8ch.wav,1338296.811,1338296.811,0.2017792,0.2018415,0.297505669,1338297.286,0.4755949,-0.023689969,0.85,1338297.861,1.0515719,1.0515934,1.3528993,1.3529205,1.404979167,1338298.691,1338299.011,2.2014069,2.2014289,1338300.511,NaN,NaN,3.7016424,3.7017091,1338302.011,5.2162308,5.2017484,5.2018156,NaN,NaN,NaN,1,1,1338299.647,0.6348863,0,0,1338300.751,0.2388327,NaN,NaN,NaN,NaN
36,main,2,1,bkbf1505,The driver starts the engine,driver,starts,engine,,1717.913832,282.086168,,bkbf1505_8ch.wav,-0.07721789,0,-1.691841402,-0.862616054,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1505_8ch.wav,1338302.039,1338302.039,0.2017146,0.2017753,0.141043084,1338302.358,0.319043084,-0.0237146,0.85,1338303.089,1.0516728,1.0517339,1.3529727,1.3529935,1.717916667,1338304.077,1338304.239,2.2011965,2.2012193,1338305.739,NaN,NaN,3.7016349,3.7017011,1338307.239,5.2164241,5.201691,5.2017521,NaN,NaN,NaN,0,0,1338304.838,0.5978854,1,0,1338305.999,0.2581827,NaN,NaN,NaN,NaN
37,main,2,2,bkbf0601,The paint dripped on the ground,paint,dripped,ground,,1656.870748,343.129252,,bkbf0601_8ch.wav,0.785398163,1,-1.579070654,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0601_8ch.wav,1338320.921,1338320.921,0.2020594,0.2021225,0.171564626,1338321.271,0.349564626,-0.0240594,0.85,1338321.971,1.0516161,1.0516789,1.3529956,1.3530281,1.656875,1338322.928,1338323.121,2.2015496,2.2016108,1338324.621,NaN,NaN,3.7062373,3.70627,1338326.121,5.2167875,5.2014295,5.2014487,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
38,main,2,2,bkbf0509,The cook cut some onions,cook,cut,onions,,1582.857143,417.142857,,bkbf0509_8ch.wav,0.785398163,1,-1.385999073,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0509_8ch.wav,1338326.149,1338326.149,0.2020493,0.2021068,0.208571429,1338326.536,0.386571428,-0.0240493,0.85,1338327.199,1.0519746,1.0520425,1.3537388,1.3537996,1.582854167,1338328.119,1338328.349,2.2015659,2.2016288,1338329.849,NaN,NaN,3.7065908,3.7066244,1338331.349,5.2167555,5.2016298,5.2016535,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
39,main,2,2,bkbf0703,The floor looked clean,floor,looked,clean,,1392.426304,607.573696,,bkbf0703_8ch.wav,0.9757807,0,2.946817001,0.190382536,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0703_8ch.wav,1338331.378,1338331.378,0.2020274,0.2020847,0.303786848,1338331.86,0.481786848,-0.0240274,0.85,1338332.428,1.051626,1.0516893,1.3544797,1.354542,1.392416667,1338333.252,1338333.578,2.2013273,2.2013665,1338335.078,NaN,NaN,3.7065301,3.7065618,1338336.578,5.2170919,5.2013843,5.2014077,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
40,main,2,2,bkbf0111,The bag bumps on the ground,bag,bumps,ground,,1765.804989,234.195011,,bkbf0111_8ch.wav,0.785398163,1,1.539081874,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0111_8ch.wav,1338336.606,1338336.606,0.2020223,0.2020793,0.117097506,1338336.901,0.295097505,-0.0240223,0.85,1338337.656,1.0516271,1.0516887,1.3533022,1.3533631,1.7658125,1338338.667,1338338.806,2.201538,2.2016006,1338340.306,NaN,NaN,3.706372,3.706403,1338341.806,5.2172586,5.2014596,5.2014829,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
41,main,2,2,bkbf0308,He needed his holiday,He,needed,holiday,,1383.174603,616.825397,,bkbf0308_8ch.wav,0.484330509,0,2.665562176,-0.301067655,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0308_8ch.wav,1338341.835,1338341.835,0.202079,0.2021419,0.308412699,1338342.321,0.486412698,-0.024079,0.85,1338342.885,1.0515333,1.0515562,1.3531972,1.3532572,1.383166667,1338343.705,1338344.035,2.2015469,2.2016088,1338345.535,NaN,NaN,3.7067329,3.7067664,1338347.035,5.2173824,5.2016415,5.2016731,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
42,main,2,2,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,,1488.526077,511.473923,,bkbf0310_8ch.wav,0.785398163,1,-1.154299175,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0310_8ch.wav,1338347.063,1338347.063,0.2019387,0.2019946,0.255736962,1338347.497,0.433736961,-0.0239387,0.85,1338348.113,1.0516315,1.0516939,1.3533294,1.353478,1.488520833,1338348.985,1338349.263,2.201213,2.2012381,1338350.763,NaN,NaN,3.7065373,3.7065701,1338352.263,5.2177643,5.2018468,5.201869,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
43,main,2,1,bkbf2112,The cricket team's playing,cricket,teams,playing,,1528.979592,471.020408,,bkbf2112_8ch.wav,0.785398163,1,0.236849089,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2112_8ch.wav,1338365.463,1338365.463,0.2019398,0.2020027,0.235510204,1338365.876,0.413510204,-0.0239398,0.85,1338366.513,1.0517064,1.0517683,1.3534343,1.3535025,1.528979167,1338367.405,1338367.663,2.2015786,2.2016394,1338369.163,NaN,NaN,3.7063864,3.7064186,1338370.663,5.2173605,5.201588,5.2016087,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
44,main,2,1,bkbf1512,The daughter laid the table,daughter,laid,table,,1602.76644,397.23356,,bkbf1512_8ch.wav,-0.257882377,0,-1.952115412,-1.04328054,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1512_8ch.wav,1338370.691,1338370.691,0.2017498,0.2017796,0.19861678,1338371.068,0.37661678,-0.0237498,0.85,1338371.741,1.0511936,1.051224,1.3528509,1.352912,1.602770833,1338372.671,1338372.891,2.2015372,2.2015976,1338374.391,NaN,NaN,3.7066534,3.7066871,1338375.891,5.2163894,5.2013895,5.2014118,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
45,main,2,1,bkbf1002,The cleaner used a broom,cleaner,used,broom,,1458.639456,541.360544,,bkbf1002_8ch.wav,0.785398163,1,2.198367058,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1002_8ch.wav,1338375.919,1338375.92,0.2017237,0.2017458,0.270680272,1338376.368,0.448680272,-0.0237237,0.85,1338376.969,1.0513046,1.0513275,1.3528545,1.352876,1.458645833,1338377.827,1338378.119,2.20156,2.2016217,1338379.619,NaN,NaN,3.706362,3.7063932,1338381.119,5.2165235,5.201521,5.2015458,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
46,main,2,1,bkbf1604,The raincoat's very wet,raincoats,very,wet,,1524.580499,475.419501,,bkbf1604_8ch.wav,1.752306489,0,-2.599004997,0.966908325,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1604_8ch.wav,1338381.148,1338381.148,0.2020642,0.2021206,0.237709751,1338381.563,0.41570975,-0.0240642,0.85,1338382.198,1.0516338,1.0516966,1.3532941,1.3533547,1.524583333,1338383.088,1338383.348,2.201548,2.2016103,1338384.848,NaN,NaN,3.7063041,3.7063577,1338386.348,5.2173771,5.2015809,5.2016048,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
47,main,2,1,bkbf1504,The shop closed for lunch,shop,closed,lunch,,1609.52381,390.47619,,bkbf1504_8ch.wav,0.785398163,1,-0.434670967,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1504_8ch.wav,1338386.376,1338386.376,0.2020272,0.2020885,0.195238095,1338386.75,0.373238095,-0.0240272,0.85,1338387.426,1.0516195,1.0516833,1.3532661,1.3533264,1.609520833,1338388.359,1338388.576,2.2015664,2.2016296,1338390.076,NaN,NaN,3.7064304,3.7064634,1338391.576,5.2172967,5.2014063,5.201431,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
48,main,2,1,bkbf1016,The chicken laid some eggs,chicken,laid,eggs,,1576.9161,423.0839,,bkbf1016_8ch.wav,-0.174750564,0,-0.260756617,-0.960148728,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1016_8ch.wav,1338391.605,1338391.605,0.2020274,0.20209,0.21154195,1338391.994,0.38954195,-0.0240274,0.85,1338392.655,1.0517072,1.0517755,1.353043,1.3530658,1.576916667,1338393.571,1338393.805,2.2016068,2.2016738,1338395.305,NaN,NaN,3.7064087,3.7064419,1338396.805,5.2180799,5.2021265,5.2021493,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
49,main,2,3,bkbf0213,Some sticks were under the tree,sticks,under,tree,,1739.319728,260.680272,,bkbf0213_6ch.wav,-0.06140535,0,0.384125662,-0.846803513,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0213_6ch.wav,1338407.79,1338407.79,0.2016805,0.2017433,0.130340136,1338408.098,0.308340136,-0.0236805,0.85,1338408.84,1.0514881,1.0515111,1.3531522,1.3532136,1.7393125,1338409.837,1338409.99,2.20158,2.20164,1338411.49,NaN,NaN,3.7063187,3.7063514,1338412.99,5.2079302,5.201609,5.2016345,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
50,main,2,3,bkbf1312,The plant hangs above the door,plant,hangs,above,door,1614.195011,385.804989,,bkbf1312_6ch.wav,0.785398163,1,1.458971873,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1312_6ch.wav,1338413.018,1338413.018,0.201971,0.2020286,0.192902495,1338413.389,0.370902494,-0.023971,0.85,1338414.068,1.0516461,1.0517084,1.3533151,1.353375,1.6141875,1338415.003,1338415.218,2.2015536,2.2016144,1338416.718,NaN,NaN,3.7067038,3.706737,1338418.218,5.2172006,5.2014409,5.2014635,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
51,main,2,3,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,,1465.260771,534.739229,,bkbf0812_6ch.wav,-0.109732269,0,0.6484959,-0.895130432,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0812_6ch.wav,1338418.246,1338418.246,0.2020735,0.2021307,0.267369615,1338418.692,0.445369614,-0.0240735,0.85,1338419.296,1.0512944,1.0513369,1.3525402,1.35258,1.465270833,1338420.156,1338420.446,2.2015846,2.2016543,1338421.946,NaN,NaN,3.7063903,3.7064234,1338423.446,5.2184893,5.2027883,5.202812,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
52,main,2,3,bkbf2015,The man tied his scarf,man,tied,scarf,,1565.487528,434.512472,,bkbf2015_6ch.wav,0.785398163,1,-0.019831948,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2015_6ch.wav,1338423.475,1338423.475,0.2019972,0.2020192,0.217256236,1338423.87,0.395256236,-0.0239972,0.85,1338424.525,1.0516161,1.051678,1.3532812,1.3533411,1.565479167,1338425.436,1338425.675,2.2015265,2.2015872,1338427.175,NaN,NaN,3.706545,3.7065979,1338428.675,5.2174444,5.201642,5.2016641,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
53,main,2,3,bkbf1502,The fire was very hot,fire,very,hot,,1464.263039,535.736961,,bkbf1502_6ch.wav,-0.132483784,0,-0.088435712,-0.917881947,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1502_6ch.wav,1338428.703,1338428.703,0.2017542,0.201776,0.267868481,1338429.149,0.44586848,-0.0237542,0.85,1338429.753,1.0516014,1.0516639,1.3532443,1.3533042,1.464270833,1338430.613,1338430.903,2.2011984,2.2012194,1338432.403,NaN,NaN,3.7064484,3.7064815,1338433.903,5.2174202,5.2015957,5.2016203,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
54,main,2,3,bkbf1701,The apple pie's cooking,apple,pies,cooking,,1501.315193,498.684807,,bkbf1701_6ch.wav,0.785398163,1,-1.259763982,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1701_6ch.wav,1338433.932,1338433.932,0.2021588,0.2022347,0.249342404,1338434.359,0.427342403,-0.0241588,0.85,1338434.982,1.051605,1.0516794,1.3533303,1.3533971,1.5013125,1338435.861,1338436.132,2.2016202,2.2016806,1338437.632,NaN,NaN,3.7063583,3.7063922,1338439.132,5.218941,5.2025331,5.2025549,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
55,main,2,4,bkbf1714,A girl ran along,girl,ran,along,,1246.077098,753.922902,,bkbf1714_6ch.wav,0.997274169,0,3.098755295,0.211876005,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1714_6ch.wav,1338450.583,1338450.583,0.2021503,0.2022109,0.376961451,1338451.138,0.554961451,-0.0241503,0.85,1338451.633,1.0516396,1.0517014,1.3533031,1.3533634,1.246083333,1338452.384,1338452.783,2.201181,2.2012023,1338454.283,NaN,NaN,3.7065146,3.7065489,1338455.783,5.2090577,5.201434,5.2014579,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
56,main,2,4,bkbf0314,She drinks from her cup,She,drinks,cup,,1429.433107,570.566893,,bkbf0314_6ch.wav,0.675901848,0,-3.064174314,-0.109496315,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0314_6ch.wav,1338455.811,1338455.811,0.202136,0.202198,0.285283447,1338456.274,0.463283446,-0.024136,0.85,1338456.861,1.0516911,1.0517606,1.3533981,1.3534588,1.4294375,1338457.704,1338458.011,2.2012304,2.2012518,1338459.511,NaN,NaN,3.7063971,3.7064313,1338461.011,5.217219,5.2014492,5.2014721,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
57,main,2,4,bkbf1305,A man told the police,man,told,police,,1525.260771,474.739229,,bkbf1305_6ch.wav,0.785398163,1,2.677408928,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1305_6ch.wav,1338461.04,1338461.04,0.2020181,0.2020741,0.237369615,1338461.455,0.415369614,-0.0240181,0.85,1338462.09,1.051611,1.0516733,1.353309,1.3533694,1.525270833,1338462.98,1338463.24,2.201599,2.20166,1338464.74,NaN,NaN,3.7064917,3.7065249,1338466.24,5.217484,5.2016813,5.2017049,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
58,main,2,4,bkbf0505,The kitchen sink's empty,kitchen,sink,empty,,1638.004535,361.995465,,bkbf0505_6ch.wav,0.671464069,0,-2.602553293,-0.113934094,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0505_6ch.wav,1338466.268,1338466.268,0.2021575,0.202219,0.180997733,1338466.627,0.358997732,-0.0241575,0.85,1338467.318,1.0515648,1.0515873,1.3528703,1.3528912,1.638,1338468.264,1338468.468,2.2016024,2.2016644,1338469.968,NaN,NaN,3.706523,3.7065561,1338471.468,5.2171779,5.2014399,5.2014631,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
59,main,2,4,bkbf1316,The lorry climbed the hill,lorry,climbed,hill,,1281.54195,718.45805,,bkbf1316_6ch.wav,1.023423748,0,1.848875878,0.238025585,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1316_6ch.wav,1338471.496,1338471.496,0.2018233,0.2018459,0.359229025,1338472.034,0.537229025,-0.0238233,0.85,1338472.546,1.0516274,1.0516899,1.3532958,1.3533573,1.281541667,1338473.316,1338473.696,2.2015497,2.2016107,1338475.196,NaN,NaN,3.7065656,3.7065993,1338476.696,5.2173765,5.2016401,5.2016644,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
60,main,2,4,bkbf1103,She's washing her dress,Shes,washing,dress,,1562.721088,437.278912,,bkbf1103_6ch.wav,0.785398163,1,-0.345053217,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf1103_6ch.wav,1338476.725,1338476.725,0.2020973,0.2021621,0.218639456,1338477.121,0.396639456,-0.0240973,0.85,1338477.775,1.051614,1.0516944,1.3532755,1.3533383,1.562729167,1338478.684,1338478.925,2.2015356,2.201598,1338480.425,NaN,NaN,3.7064524,3.706485,1338481.925,5.217674,5.2019437,5.2019664,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
61,main,2,3,bkbf0214,The little baby sleeps,little,baby,sleeps,,1584.897959,415.102041,,bkbf0214_6ch.wav,1.711156616,0,-1.3655275,0.925758453,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0214_6ch.wav,1338492.046,1338492.046,0.2016076,0.2016706,0.207551021,1338492.431,0.38555102,-0.0236076,0.85,1338493.096,1.0516834,1.0517469,1.3533406,1.3534003,1.584895833,1338494.016,1338494.246,2.201342,2.2013796,1338495.746,NaN,NaN,3.7064673,3.7064982,1338497.246,5.2043097,5.2014148,5.2014391,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
62,main,2,3,bkbf0811,Police are clearing the road,Police,clearing,road,,1659.501134,340.498866,,bkbf0811_6ch.wav,0.785398163,1,-0.339799799,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf0811_6ch.wav,1338497.272,1338497.272,0.2021001,0.2021572,0.170249433,1338497.62,0.348249433,-0.0241001,0.85,1338498.322,1.051498,1.0515211,1.3531728,1.3532339,1.6595,1338499.28,1338499.472,2.201547,2.2016102,1338500.972,NaN,NaN,3.7065636,3.7066142,1338502.472,5.2173505,5.2015835,5.2016064,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
63,main,2,3,bkbf2010,The oven's too hot,ovens,too,hot,,1289.251701,710.748299,,bkbf2010_6ch.wav,0.785398163,1,1.167370538,0,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2010_6ch.wav,1338502.501,1338502.501,0.2020854,0.202142,0.35537415,1338503.034,0.533374149,-0.0240854,0.85,1338503.551,1.0515478,1.0515699,1.35285,1.3528714,1.28925,1338504.323,1338504.701,2.2015227,2.2015928,1338506.201,NaN,NaN,3.7063271,3.7063592,1338507.701,5.2171179,5.2013737,5.201396,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
64,main,2,3,bkbf2114,The kettle boiled quickly,kettle,boiled,quickly,,1576.054422,423.945578,,bkbf2114_6ch.wav,1.728637009,0,-1.310066539,0.943238846,NaN,C:\Users\Han\Desktop\scripts_han\Versions\study3_behavioural\v2_220506_1img_per_trial_gaborStim_fmriready_postbucni_behavpilot\audiostim\main\bkbf2114_6ch.wav,1338507.729,1338507.729,0.2019584,0.2019812,0.211972789,1338508.119,0.389972789,-0.0239584,0.85,1338508.779,1.0515531,1.0515749,1.3532727,1.3533347,1.5760625,1338509.695,1338509.929,2.2015566,2.2016179,1338511.429,NaN,NaN,3.706659,3.7066896,1338512.929,5.2171651,5.2013803,5.2014022,NaN,NaN,NaN,NaN,0,NaN,9999,NaN,0,NaN,9999,NaN,NaN,NaN,NaN
